GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016
Id,Id2,Geography,"April 1, 2010 - Census","April 1, 2010 - Estimates Base",Population Estimate (as of July 1) - 2010,Population Estimate (as of July 1) - 2011,Population Estimate (as of July 1) - 2012,Population Estimate (as of July 1) - 2013,Population Estimate (as of July 1) - 2014,Population Estimate (as of July 1) - 2015,Population Estimate (as of July 1) - 2016
310M300US44260,44260,"Starkville, MS Micro Area",47671,47671,47712,47868,48978,49277,49303,49729,49833
310M300US44340,44340,"Statesboro, GA Micro Area",70217,70251,70580,72653,73162,71873,72735,73213,74722
310M300US44460,44460,"Steamboat Springs, CO Micro Area",23509,23506,23447,23257,23285,23587,24054,24325,24648
310M300US44500,44500,"Stephenville, TX Micro Area",37890,37900,37896,39003,39488,40012,40668,41379,41659
310M300US44540,44540,"Sterling, CO Micro Area",22709,22709,22127,22096,21846,21660,21940,21946,21919
310M300US44580,44580,"Sterling, IL Micro Area",58498,58498,58495,58235,57786,57446,57046,56963,56536
310M300US44620,44620,"Stevens Point, WI Micro Area",70019,70019,69994,70181,70532,70641,70600,70534,70447
310M300US44660,44660,"Stillwater, OK Micro Area",77350,77350,77448,77967,78457,79393,80150,80633,81131
310M300US44740,44740,"Storm Lake, IA Micro Area",20260,20260,20324,20244,20543,20552,20507,20289,20332
310M300US44780,44780,"Sturgis, MI Micro Area",61295,61295,61288,61062,60946,60938,61035,60843,60853
310M300US44860,44860,"Sulphur Springs, TX Micro Area",35161,35161,35201,35314,35391,35414,35840,36177,36400
310M300US44900,44900,"Summerville, GA Micro Area",26015,26015,25956,25683,25629,25045,24849,24882,24824
310M300US44920,44920,"Summit Park, UT Micro Area",36324,36327,36465,37407,37867,38387,39005,39481,40307
310M300US44980,44980,"Sunbury, PA Micro Area",94528,94514,94353,94451,94512,94025,93729,93144,92541
310M300US45000,45000,"Susanville, CA Micro Area",34895,34895,34838,34288,33662,32144,31714,31333,30870
310M300US45020,45020,"Sweetwater, TX Micro Area",15216,15217,15245,15123,14881,15057,15102,15050,14993
310M300US45140,45140,"Tahlequah, OK Micro Area",46987,46985,47118,47740,48051,47923,48294,48369,48700
310M300US45180,45180,"Talladega-Sylacauga, AL Micro Area",93830,94049,93835,93216,93142,92335,92010,91436,90684
310M300US45340,45340,"Taos, NM Micro Area",32937,32940,32904,32931,32817,32991,33046,32887,33065
310M300US45380,45380,"Taylorville, IL Micro Area",34800,34800,34785,34724,34520,34183,33882,33546,33309
310M300US45520,45520,"The Dalles, OR Micro Area",25213,25211,25268,25247,25470,25458,25490,25753,26115
310M300US45580,45580,"Thomaston, GA Micro Area",27153,27153,27066,26962,26626,26488,26229,26292,26335
310M300US45620,45620,"Thomasville, GA Micro Area",44720,44719,44758,44614,44615,44932,45052,45038,45248
310M300US45660,45660,"Tiffin, OH Micro Area",56745,56742,56626,56434,56038,55826,55757,55579,55353
310M300US45700,45700,"Tifton, GA Micro Area",40118,40131,40235,41212,40998,40297,40610,40722,40828
310M300US45740,45740,"Toccoa, GA Micro Area",26175,26172,26150,25742,25701,25552,25414,25500,25751
